age,page,workst,pworkst,sex,psex,samesex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b,agediff_class,confm,pconfm,loneliness,ploneliness,lifsat,plifsat,extr,agree,consc,open,neur,depr,pdepr,self,pself,health,phealth,consv,god,pgod,pextr,pagree,pconsc,popen,pneur,east,peast,degurba,pdegurba,married,pconsv,ykage_class_w2b,pisced11,isced11
48,46,"Full time activity","Part-time activity","Male","Female","Different sex",12.75,"11-20","Cohabiting","1","9","10 - Completely satisfied",22,24,"21-50x","21-50x","21-50x","21-50x","6-10x","1-5x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times","2-5y. younger partner",26,26,"1 - Not at all","1 - Not at all","9","10 - Completely satisfied",9,11,10,11,7,6,3,13,13,4,4,16,5,0,6,10,11,10,5,"West Germany","West Germany","City","City","Married",10,"2-5",8,8
44,51,"Part-time activity","Full time activity","Female","Male","Different sex",15.33333,"11-20","Cohabiting","2","7","9",21,21,"21-50x","11-20x","11-20x","6-10x","6-10x","6-10x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6-10y. older partner",19,21,"1 - Not at all","4","7","8",12,11,11,6,8,6,6,8,9,4,2,16,4,1,9,10,8,8,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",19,"6-13",7,3
39,42,"Part-time activity","Full time activity","Female","Male","Different sex",16,"11-20","Cohabiting","2","9","10 - Completely satisfied",23,23,"11-20x","11-20x","1-5x","21-50x","11-20x","11-20x","11 to 20 times","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. older partner",24,22,"2","1 - Not at all","8","8",7,10,10,8,10,6,6,11,11,3,4,18,6,8,11,12,12,11,8,"West Germany",,"Rural area",,"Married",27,"6-13",6,3
37,33,"Full time activity","Full time activity","Male","Female","Different sex",18.33333,"11-20","Cohabiting","1","10 - Completely satisfied","8",18,25,"> 50x","21-50x","11-20x","11-20x","0x","0x","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","6 to 10 times","11 to 20 times","Not at all","Not at all","21 to 50 times","1 to 5 times","1 to 5 times","2-5y. younger partner",17,20,"3","3","10 - Completely satisfied","8",9,8,11,,9,5,4,10,13,3,4,19,0,0,8,10,13,8,6,"West Germany","West Germany","Rural area","Rural area","Married",9,"2-5",,4
22,22,"Full time activity","Full time activity","Male","Female","Different sex",2.166667,"0-2","Separate households","0","8","8",22,27,"21-50x","11-20x","21-50x","21-50x","> 50x","> 50x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","Same age",21,27,"1 - Not at all","2","8","8",14,10,12,6,7,4,5,12,15,4,5,18,0,0,15,14,15,10,5,"East Germany","East Germany","City","Rural area","Not married",12,,3,6
50,47,"Full time activity","Full time activity","Male","Female","Different sex",11,"11-20","Cohabiting","3+","8","8",18,13,"21-50x","1-5x","0x","> 50x","> 50x","> 50x","21 to 50 times","1 to 5 times","Not at all","21 to 50 times","1 to 5 times","Not at all","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. younger partner",18,17,"3","3","7","7",11,7,10,9,10,5,,9,5,4,2,25,3,7,11,14,9,9,13,"West Germany","West Germany","Town or suburb","Town or suburb","Married",14,"6-13",3,3
45,40,"Full time activity","Home","Male","Female","Different sex",6.833333,"6-10","Cohabiting","0","3","7",16,19,"21-50x","11-20x","6-10x","6-10x","6-10x","1-5x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","21 to 50 times","11 to 20 times","6 to 10 times","2-5y. younger partner",19,20,"3","3","7","8",11,10,10,8,8,6,6,14,8,3,4,19,6,8,9,8,10,12,10,"West Germany","West Germany","Town or suburb","Town or suburb","Married",15,,,6
29,30,"Full time activity","Part-time activity","Male","Female","Different sex",12.66667,"11-20","Cohabiting","1","9","9",21,23,"11-20x","21-50x","11-20x","21-50x","> 50x","6-10x","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","More than 50 times","6 to 10 times","More than 50 times","More than 50 times","11 to 20 times","Same age",24,24,"1 - Not at all","1 - Not at all","9","9",11,13,13,10,3,4,3,14,12,5,4,9,0,0,9,12,11,8,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",9,"0-1",7,7
41,36,"Home","Full time activity","Male","Female","Different sex",6.25,"6-10","Cohabiting","0","10 - Completely satisfied","7",24,,"> 50x","> 50x","21-50x","11-20x","11-20x","11-20x","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",24,,"1 - Not at all","2","2","6",9,11,15,9,5,6,6,13,11,2,4,21,6,10,12,12,11,11,8,"West Germany","West Germany","City","City","Married",18,,6,4
36,36,"Full time activity","Home","Male","Female","Different sex",14.58333,"11-20","Cohabiting","2","8","9",17,17,"6-10x","6-10x","1-5x","21-50x","1-5x","1-5x","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","21 to 50 times","1 to 5 times","1 to 5 times","21 to 50 times","More than 50 times","More than 50 times","Same age",17,21,"3","3","8","9",10,7,12,12,6,5,6,15,11,3,3,11,1,9,9,14,10,9,8,"West Germany","West Germany","City","City","Married",14,"0-1",7,6
48,47,"Full time activity","Full time activity","Male","Female","Different sex",6.666667,"6-10","Cohabiting","2","10 - Completely satisfied","7",20,20,"21-50x","21-50x","21-50x","21-50x","6-10x","6-10x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","Same age",25,19,"1 - Not at all","3","7","3",8,8,12,6,5,4,9,12,7,4,2,18,2,4,10,9,11,7,11,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",13,,3,4
46,44,"Full time activity","Full time activity","Male","Female","Different sex",19.16667,"11-20","Cohabiting","1","9","9",23,22,"21-50x","11-20x","21-50x","21-50x","11-20x","11-20x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","2-5y. younger partner",25,24,"2","1 - Not at all","7","7",10,11,10,11,10,4,6,12,11,5,4,13,0,0,9,9,9,9,10,"West Germany","West Germany","City","City","Married",,"6-13",6,6
34,32,"Full time activity","Home","Male","Female","Different sex",16.66667,"11-20","Cohabiting","1","9","8",21,22,"6-10x","6-10x","1-5x","6-10x","1-5x","1-5x","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","6 to 10 times","2-5y. younger partner",24,22,"3","3","6","8",9,12,15,8,9,7,6,12,12,4,3,14,9,7,9,10,9,10,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",16,"0-1",7,7
41,48,"Full time activity","Full time activity","Female","Male","Different sex",13.58333,"11-20","Cohabiting","2","9","8",19,16,"11-20x","6-10x","6-10x","11-20x","11-20x","11-20x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6-10y. older partner",25,26,"3","3","8","5",7,10,10,11,10,5,5,12,8,4,3,23,2,1,9,6,10,10,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",25,"2-5",3,7
34,49,"Part-time activity","Part-time activity","Female","Male","Same sex",6.833333,"6-10","Cohabiting","3+","7","9",19,20,"21-50x","11-20x","11-20x","21-50x","21-50x","21-50x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","> 10y. older partner",21,23,"1 - Not at all","2","8","8",9,13,12,11,8,6,6,11,7,4,4,8,5,1,9,11,12,9,7,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",11,"2-5",3,4
50,48,"Full time activity","Part-time activity","Male","Female","Different sex",18.5,"11-20","Cohabiting","1","8","7",21,21,"1-5x","1-5x","0x","21-50x","11-20x","6-10x","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","2-5y. younger partner",26,27,"1 - Not at all","1 - Not at all","7","9",10,12,9,13,11,6,6,10,14,4,5,11,0,1,13,11,7,14,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",7,"6-13",8,8
49,53,"Full time activity","Full time activity","Male","Female","Different sex",17,"11-20","Cohabiting","0","9","8",28,25,"1-5x","6-10x","6-10x","21-50x","1-5x","1-5x","1 to 5 times","6 to 10 times","6 to 10 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times","2-5y. older partner",22,23,"3","1 - Not at all","5","8",7,8,11,11,11,7,4,6,13,3,4,29,2,0,12,9,9,12,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",7,,3,3
32,31,"Part-time activity","Full time activity","Female","Male","Different sex",8,"6-10","Cohabiting","2","6","5",12,,"0x","0x","0x","1-5x","1-5x","1-5x","Not at all","Not at all","Not at all","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","Same age",19,,"1 - Not at all","3","9","5",10,11,12,7,8,5,5,13,10,4,5,14,8,7,13,9,11,6,11,"West Germany",,"City",,"Married",19,"2-5",3,4
38,37,"Part-time activity","Full time activity","Female","Male","Different sex",20.25,"11-20","Cohabiting","2","9","6",26,15,"11-20x","1-5x","6-10x","6-10x","6-10x","11-20x","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","More than 50 times","More than 50 times","21 to 50 times","Same age",,23,"1 - Not at all","4","6","8",10,10,9,11,11,5,5,9,9,4,3,18,0,0,7,12,12,10,9,"West Germany","West Germany","Rural area","Rural area","Married",19,"2-5",4,4
49,46,"Full time activity","Full time activity","Male","Female","Different sex",16,"11-20","Cohabiting","0","10 - Completely satisfied","9",20,20,"> 50x","> 50x","> 50x","1-5x","1-5x","1-5x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. younger partner",18,20,"1 - Not at all","1 - Not at all","8","7",8,9,14,9,6,3,5,15,11,5,3,,0,6,8,8,8,8,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",20,,4,3
30,35,"Home","Home","Female","Male","Different sex",15.25,"11-20","Cohabiting","3+","7","9",,23,"11-20x","11-20x","11-20x","21-50x","21-50x","11-20x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","2-5y. older partner",15,21,"2","1 - Not at all","7","8",9,12,13,8,9,6,5,11,10,4,3,24,6,6,5,10,10,10,7,"West Germany","West Germany","City","City","Married",23,"0-1",,0
30,25,"Full time activity","Full time activity","Male","Female","Different sex",2.916667,"0-2","Cohabiting","0","8","4",18,24,"6-10x","6-10x","1-5x","0x","1-5x","1-5x","6 to 10 times","6 to 10 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. younger partner",21,23,"3","4","8","7",9,10,11,8,9,6,6,10,8,3,3,14,0,0,8,10,10,9,11,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",16,,6,3
40,37,"Full time activity","Full time activity","Male","Female","Different sex",2.333333,"0-2","Separate households","0","9","8",25,,"21-50x","21-50x","21-50x","21-50x","21-50x","21-50x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",25,,"1 - Not at all","1 - Not at all","7","7",9,11,12,13,6,3,5,13,11,3,3,24,4,3,12,8,12,8,9,"West Germany","West Germany","City","City","Not married",19,,,3
34,37,"Full time activity","Full time activity","Male","Female","Different sex",4.333333,"3-5","Cohabiting","0","9","10 - Completely satisfied",24,26,"21-50x","11-20x","21-50x","> 50x","21-50x","> 50x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","2-5y. older partner",25,26,"1 - Not at all","1 - Not at all","9","9",10,11,13,11,4,3,7,13,7,4,4,16,0,0,12,13,6,12,11,"West Germany","West Germany","City","City","Married",9,,7,6
46,46,"Part-time activity","Full time activity","Female","Male","Different sex",26,"21+","Cohabiting","1","8","8",24,20,"> 50x","> 50x","> 50x","11-20x","11-20x","11-20x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","Same age",25,21,"1 - Not at all","2","8","8",10,13,13,10,8,5,5,12,12,3,4,16,10,4,9,12,9,10,7,"West Germany","West Germany","City","City","Married",18,"6-13",4,3
42,50,"Full time activity","Full time activity","Female","Male","Different sex",19.66667,"11-20","Cohabiting","2","8","9",24,21,"21-50x","21-50x","21-50x","21-50x","11-20x","1-5x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","1 to 5 times","21 to 50 times","11 to 20 times","1 to 5 times","6-10y. older partner",24,21,"2","1 - Not at all","10 - Completely satisfied","9",13,10,14,13,10,4,3,11,12,4,4,8,8,2,8,10,9,10,5,"West Germany","West Germany","Rural area","Rural area","Married",13,"6-13",7,6
28,31,"Home","Full time activity","Female","Male","Different sex",4.333333,"3-5","Cohabiting","1","8","10 - Completely satisfied",22,,"11-20x","6-10x","1-5x","11-20x","11-20x","6-10x","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. older partner",27,,"2","1 - Not at all","8","9",10,11,13,7,12,8,5,7,15,4,4,15,1,5,13,11,13,11,6,"West Germany","West Germany","City","City","Not married",20,"0-1",3,4
26,23,"Full time activity","Full time activity","Male","Female","Different sex",7.083333,"6-10","Cohabiting","0","10 - Completely satisfied","9",24,20,"11-20x","0x","> 50x","11-20x","1-5x","21-50x","11 to 20 times","Not at all","More than 50 times","11 to 20 times","Not at all","More than 50 times","11 to 20 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","2-5y. younger partner",21,21,"1 - Not at all","1 - Not at all","9","10 - Completely satisfied",15,13,15,9,13,6,4,13,13,5,5,18,10,10,10,8,13,9,4,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",18,,,3
35,37,"Home","Full time activity","Female","Male","Different sex",10.08333,"6-10","Cohabiting","3+","7","8",15,23,"6-10x","1-5x","1-5x","21-50x","1-5x","6-10x","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","21 to 50 times","1 to 5 times","6 to 10 times","21 to 50 times","1 to 5 times","6 to 10 times","2-5y. older partner",20,25,"4","2","6","8",10,8,12,11,7,5,5,11,15,4,5,11,1,6,9,12,13,9,5,"West Germany","West Germany","Town or suburb","Town or suburb","Married",8,"0-1",7,8
42,39,"Full time activity","Full time activity","Male","Female","Different sex",12.41667,"11-20","Cohabiting","2","9","8",16,23,"1-5x","1-5x","1-5x","6-10x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. younger partner",21,24,"1 - Not at all","1 - Not at all","8","10 - Completely satisfied",10,12,13,10,7,5,4,11,15,4,4,28,8,10,10,12,12,10,6,"West Germany","West Germany","City","City","Married",17,"6-13",7,6
30,29,"Full time activity","Full time activity","Male","Female","Different sex",7.25,"6-10","Cohabiting","0","8","10 - Completely satisfied",25,20,"> 50x","> 50x","11-20x","21-50x","> 50x","> 50x","More than 50 times","More than 50 times","11 to 20 times","More than 50 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","Same age",26,24,"3","3","7","4",10,8,9,12,12,12,10,10,7,3,3,20,9,0,7,7,6,11,12,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",13,,4,7
40,37,"Full time activity","Part-time activity","Male","Female","Different sex",18.25,"11-20","Cohabiting","2","9","10 - Completely satisfied",22,25,"21-50x","21-50x","21-50x","> 50x","> 50x","> 50x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. younger partner",25,24,"1 - Not at all","1 - Not at all","7","9",11,10,11,9,8,3,4,13,12,4,4,16,7,9,12,13,12,13,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",15,"2-5",7,6
41,43,"Home","Full time activity","Female","Male","Different sex",13.58333,"11-20","Cohabiting","3+","8","8",23,18,"1-5x","1-5x","1-5x","6-10x","6-10x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","2-5y. older partner",22,24,"1 - Not at all","1 - Not at all","5","6",6,11,9,8,11,6,5,7,8,3,3,22,8,3,7,12,13,8,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",15,"2-5",3,1
50,60,"Part-time activity","Full time activity","Female","Male","Different sex",15.08333,"11-20","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",22,24,"21-50x","11-20x","11-20x","11-20x","11-20x","11-20x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6-10y. older partner",23,25,"1 - Not at all","1 - Not at all","9","8",11,11,13,7,7,3,3,15,14,4,3,22,5,10,7,14,11,8,6,"West Germany","West Germany","Town or suburb","Town or suburb","Married",25,,6,3
32,30,"Full time activity","Full time activity","Male","Female","Different sex",2.833333,"0-2","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",28,25,"> 50x","> 50x","> 50x","21-50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",30,27,"1 - Not at all","1 - Not at all","10 - Completely satisfied","10 - Completely satisfied",9,10,13,7,5,3,6,15,15,3,5,8,0,7,12,13,12,12,6,"West Germany","West Germany","City","City","Not married",8,,7,
33,35,"Part-time activity","Part-time activity","Male","Female","Different sex",11.08333,"11-20","Cohabiting","1","9","7",25,22,"21-50x","> 50x","21-50x","1-5x","1-5x","1-5x","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","11 to 20 times","11 to 20 times","2-5y. older partner",28,20,"1 - Not at all","3","9","8",11,11,12,10,6,4,3,14,8,5,3,15,5,3,7,8,11,10,11,"West Germany","West Germany","Rural area","Rural area","Married",14,"2-5",4,6
32,33,"Full time activity","Part-time activity","Male","Female","Different sex",0,"0-2","Separate households","0","6","9",,,"21-50x","11-20x","6-10x","> 50x","21-50x","6-10x","21 to 50 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","More than 50 times","21 to 50 times","6 to 10 times","More than 50 times","21 to 50 times","11 to 20 times","Same age",,,"4","2","6","9",7,12,11,11,9,8,6,8,13,4,5,19,0,5,12,12,12,10,3,"West Germany","West Germany","City","City","Not married",16,,,7
44,44,"Home","Full time activity","Female","Male","Different sex",23.83333,"21+","Cohabiting","2","7","3",19,15,"11-20x","6-10x","1-5x","1-5x","6-10x","6-10x","11 to 20 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","Not at all","6 to 10 times","6 to 10 times","Same age",21,17,"2","5 - Absolutely","3","1",3,11,7,8,14,7,6,8,13,2,3,21,7,1,8,10,12,8,10,"West Germany","West Germany","Town or suburb","Town or suburb","Married",19,"6-13",,6
35,39,"Part-time activity","Full time activity","Female","Male","Different sex",10.75,"6-10","Cohabiting","2","7","8",23,21,"11-20x","6-10x","6-10x","11-20x","6-10x","6-10x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","2-5y. older partner",22,23,"1 - Not at all","1 - Not at all","8","6",12,10,9,12,6,3,4,13,13,4,4,9,4,8,12,13,13,10,7,"West Germany","West Germany","City","City","Married",12,"2-5",8,8
36,37,"Full time activity","Part-time activity","Male","Female","Different sex",7.416667,"6-10","Cohabiting","2","7","7",17,13,"21-50x","1-5x","1-5x","11-20x","1-5x","1-5x","21 to 50 times","1 to 5 times","1 to 5 times","21 to 50 times","Not at all","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","More than 50 times","More than 50 times","21 to 50 times","Same age",25,19,"1 - Not at all","1 - Not at all","7","10 - Completely satisfied",11,10,14,6,9,4,4,12,8,5,4,16,0,0,11,15,12,5,9,"West Germany","West Germany","Rural area","Rural area","Married",9,"2-5",,6
49,54,"Full time activity","Full time activity","Female","Male","Different sex",31.25,"21+","Cohabiting","0","10 - Completely satisfied","9",26,25,"11-20x","11-20x","6-10x","21-50x","21-50x","21-50x","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. older partner",23,24,"2","1 - Not at all","9","9",12,12,14,13,6,3,3,14,15,4,4,13,1,3,9,12,12,7,6,"West Germany","West Germany","Town or suburb","Town or suburb","Married",13,,3,6
37,41,"Part-time activity","Full time activity","Female","Male","Different sex",1.833333,"0-2","Separate households","1","10 - Completely satisfied","10 - Completely satisfied",27,24,"> 50x","11-20x","11-20x","> 50x","> 50x","> 50x","More than 50 times","11 to 20 times","11 to 20 times","More than 50 times","11 to 20 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","2-5y. older partner",25,25,"1 - Not at all","1 - Not at all","8","9",8,12,8,8,8,5,3,11,13,3,4,10,0,3,10,12,10,9,8,"West Germany",,"Town or suburb",,"Not married",14,"2-5",3,3
30,32,"Full time activity","Full time activity","Female","Male","Different sex",9.083333,"6-10","Cohabiting","0","9","8",21,19,"> 50x","21-50x","21-50x","21-50x","11-20x","6-10x","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","2-5y. older partner",26,21,"1 - Not at all","3","8","8",14,11,12,12,6,4,5,14,13,4,4,8,9,4,8,10,6,13,7,"West Germany","West Germany","City","City","Married",17,,7,7
23,26,"Full time activity","Full time activity","Female","Male","Different sex",10.75,"6-10","Cohabiting","0","4","5",15,21,"> 50x","21-50x","11-20x","6-10x","21-50x","11-20x","More than 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","6 to 10 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","2-5y. older partner",20,20,"3","2","5","5",6,10,10,10,9,6,5,10,7,4,4,11,5,4,7,9,7,8,8,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",22,,3,4
42,43,"Full time activity","Full time activity","Female","Male","Different sex",4.166667,"3-5","Cohabiting","0","10 - Completely satisfied","9",22,22,"21-50x","11-20x","21-50x","> 50x","21-50x","21-50x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","Same age",27,26,"2","1 - Not at all","9","9",4,10,12,10,10,4,3,9,12,4,5,15,0,0,12,9,7,10,3,"West Germany","West Germany","City","City","Not married",13,,7,6
45,43,"Full time activity","Part-time activity","Male","Female","Different sex",20.41667,"11-20","Cohabiting","2","7","8",21,21,"0x","0x","0x","1-5x","6-10x","1-5x","Not at all","Not at all","Not at all","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","1 to 5 times","21 to 50 times","More than 50 times","6 to 10 times","2-5y. younger partner",26,22,"2","2","3","7",9,13,15,12,4,5,4,12,13,4,4,12,8,6,10,14,12,12,7,"East Germany","East Germany","Town or suburb","Town or suburb","Married",14,"6-13",6,3
27,30,"Part-time activity","Full time activity","Female","Male","Different sex",5.75,"3-5","Cohabiting","0","10 - Completely satisfied","8",25,23,"> 50x","21-50x","21-50x","21-50x","11-20x","21-50x","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. older partner",25,25,"1 - Not at all","2","8","8",10,15,14,10,6,6,3,15,15,4,4,15,1,0,8,14,6,10,4,"West Germany","West Germany","City","Town or suburb","Not married",20,,8,7
34,32,"Full time activity","Home","Female","Male","Different sex",6.25,"6-10","Cohabiting","0","10 - Completely satisfied","6",24,17,"> 50x","> 50x","> 50x","> 50x","1-5x","11-20x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","1 to 5 times","11 to 20 times","21 to 50 times","1 to 5 times","11 to 20 times","2-5y. younger partner",25,20,"2","3","6","3",7,12,11,14,6,6,5,15,10,4,4,12,0,1,6,8,7,9,7,"West Germany","West Germany","City","City","Not married",10,,,7
